,air_temp_set_1,air_temp_set_2,dew_point_temperature_set_1d,relative_humidity_set_1,solar_radiation_set_1
2018-01-01 00:00:00+00:00,11.565000000000001,11.465,8.120000000000001,79.585,66.29
2018-01-01 00:30:00+00:00,11.515,11.46,8.16,80.06,36.525
2018-01-01 01:00:00+00:00,11.03,11.08,8.015,81.85,4.13
2018-01-01 01:30:00+00:00,10.75,10.785,7.975,83.15,0.12
2018-01-01 02:00:00+00:00,10.785,10.835,7.975,82.94999999999999,0.0
2018-01-01 02:30:00+00:00,10.725000000000001,10.765,7.945,83.1,0.0
2018-01-01 03:00:00+00:00,10.55,10.614999999999998,8.045,84.65,0.0
2018-01-01 03:30:00+00:00,10.405000000000001,10.48,8.025,85.35,0.0
2018-01-01 04:00:00+00:00,10.07,10.2,7.98,87.0,0.0
2018-01-01 04:30:00+00:00,9.915,10.094999999999999,8.035,88.2,0.0
2018-01-01 05:00:00+00:00,9.805,9.92,8.115,89.35,0.0
2018-01-01 05:30:00+00:00,9.805,9.895,8.239999999999998,90.1,0.0
2018-01-01 06:00:00+00:00,9.79,9.875,8.205,89.94999999999999,0.0
2018-01-01 06:30:00+00:00,9.795,9.895,8.105,89.35,0.0
2018-01-01 07:00:00+00:00,9.91,9.975,8.12,88.75,0.0
2018-01-01 07:30:00+00:00,10.065,10.11,8.065,87.55000000000001,0.0
2018-01-01 08:00:00+00:00,10.07,10.14,7.95,86.8,0.0
2018-01-01 08:30:00+00:00,10.075,10.195,7.885,86.4,0.0
2018-01-01 09:00:00+00:00,10.114999999999998,10.445,7.545,84.25,0.0
2018-01-01 09:30:00+00:00,10.100000000000001,10.64,7.34,83.15,0.0
2018-01-01 10:00:00+00:00,10.18,10.495000000000001,7.42,83.15,0.0
2018-01-01 10:30:00+00:00,10.14,10.485,7.305,82.75,0.0
2018-01-01 11:00:00+00:00,10.325,10.594999999999999,7.385,82.2,0.0
2018-01-01 11:30:00+00:00,9.780000000000001,10.2,7.245,84.4,0.0
2018-01-01 12:00:00+00:00,9.125,9.66,7.095,87.25,0.0
2018-01-01 12:30:00+00:00,9.18,9.969999999999999,7.255,87.9,0.0
2018-01-01 13:00:00+00:00,9.39,9.93,7.130000000000001,85.94999999999999,0.0
2018-01-01 13:30:00+00:00,9.67,9.945,7.385,85.8,0.0
2018-01-01 14:00:00+00:00,9.605,9.985,7.345,85.94999999999999,0.0
2018-01-01 14:30:00+00:00,9.620000000000001,9.91,7.445,86.44999999999999,0.0
2018-01-01 15:00:00+00:00,9.14,9.375,7.470000000000001,89.4,0.135
2018-01-01 15:30:00+00:00,9.075,9.285,7.57,90.4,4.1850000000000005
2018-01-01 16:00:00+00:00,9.28,9.645,7.465,88.55,42.394999999999996
2018-01-01 16:30:00+00:00,9.475000000000001,9.625,7.535,87.85,98.85
2018-01-01 17:00:00+00:00,9.105,9.245,7.58,90.30000000000001,130.25
2018-01-01 17:30:00+00:00,9.385,9.469999999999999,7.755,89.65,191.7
2018-01-01 18:00:00+00:00,9.73,9.825,7.885,88.4,261.2
2018-01-01 18:30:00+00:00,10.215,10.225,7.865,85.5,267.75
2018-01-01 19:00:00+00:00,10.774999999999999,10.620000000000001,8.05,83.44999999999999,335.3
2018-01-01 19:30:00+00:00,11.879999999999999,11.649999999999999,8.415,79.515,407.9
2018-01-01 20:00:00+00:00,12.67,12.425,8.66,76.78,389.65
2018-01-01 20:30:00+00:00,13.385,13.115,8.68,73.41499999999999,419.05
2018-01-01 21:00:00+00:00,13.945,13.735,8.215,68.63,327.25
2018-01-01 21:30:00+00:00,14.32,14.11,7.715,64.745,280.54999999999995
2018-01-01 22:00:00+00:00,14.504999999999999,14.28,7.37,62.525,302.5
2018-01-01 22:30:00+00:00,14.844999999999999,14.565,7.54,61.855,267.05
2018-01-01 23:00:00+00:00,15.045,14.795,7.025,58.985,240.25
2018-01-01 23:30:00+00:00,15.4,15.24,6.140000000000001,54.260000000000005,184.4
2018-01-02 00:00:00+00:00,15.274999999999999,15.149999999999999,6.18,54.86,135.3
2018-01-02 00:30:00+00:00,14.635,14.629999999999999,6.325,57.725,39.59
2018-01-02 01:00:00+00:00,14.215,14.295,5.73,57.004999999999995,5.525
2018-01-02 01:30:00+00:00,14.21,14.375,4.8,53.4,0.21000000000000002
2018-01-02 02:00:00+00:00,14.325,14.51,4.24,50.995000000000005,0.09
2018-01-02 02:30:00+00:00,14.215,14.51,3.91,50.195,0.095
2018-01-02 03:00:00+00:00,14.175,14.385000000000002,3.8449999999999998,50.075,0.12
2018-01-02 03:30:00+00:00,14.1,14.35,3.38,48.72,0.11499999999999999
2018-01-02 04:00:00+00:00,14.190000000000001,14.434999999999999,3.005,47.175,0.09
2018-01-02 04:30:00+00:00,13.780000000000001,14.075,3.045,48.57,0.055
2018-01-02 05:00:00+00:00,13.705,13.955,3.0,48.68,0.08
2018-01-02 05:30:00+00:00,13.25,13.495,3.49,51.885000000000005,0.045
2018-01-02 06:00:00+00:00,12.86,13.045,4.125,55.63,0.065
2018-01-02 06:30:00+00:00,12.89,13.065,3.94,54.81,0.03
2018-01-02 07:00:00+00:00,12.629999999999999,12.864999999999998,3.7,54.825,0.02
2018-01-02 07:30:00+00:00,13.125,13.35,3.0949999999999998,50.95,0.005
2018-01-02 08:00:00+00:00,13.835,14.100000000000001,2.315,46.019999999999996,0.05
2018-01-02 08:30:00+00:00,13.32,13.74,3.0300000000000002,50.019999999999996,0.065
2018-01-02 09:00:00+00:00,13.605,13.875,2.675,47.88,0.07500000000000001
2018-01-02 09:30:00+00:00,13.43,13.75,2.6550000000000002,48.4,0.025
2018-01-02 10:00:00+00:00,13.615,13.93,1.5499999999999998,44.195,0.03
2018-01-02 10:30:00+00:00,12.69,13.01,2.79,51.290000000000006,0.055
2018-01-02 11:00:00+00:00,13.55,13.79,1.5350000000000001,44.305,0.015
2018-01-02 11:30:00+00:00,12.575,12.74,3.4699999999999998,54.315,0.07
2018-01-02 12:00:00+00:00,11.57,11.745000000000001,5.4,66.12,0.02
2018-01-02 12:30:00+00:00,12.649999999999999,12.84,3.01,52.18,0.01
2018-01-02 13:00:00+00:00,13.175,13.445,1.45,45.19,0.01
2018-01-02 13:30:00+00:00,13.760000000000002,14.004999999999999,0.29000000000000004,39.975,0.035
2018-01-02 14:00:00+00:00,13.344999999999999,13.555,0.46,41.675,0.095
2018-01-02 14:30:00+00:00,12.825,13.309999999999999,1.005,44.83,0.025
2018-01-02 15:00:00+00:00,14.355,14.615,-0.725,35.730000000000004,0.12
2018-01-02 15:30:00+00:00,14.445,14.865,-0.9099999999999999,35.045,3.56
2018-01-02 16:00:00+00:00,13.04,13.31,1.03,44.335,15.48
2018-01-02 16:30:00+00:00,13.715,14.14,0.68,41.33,41.555
2018-01-02 17:00:00+00:00,14.085,14.46,1.1300000000000001,41.75,81.08500000000001
2018-01-02 17:30:00+00:00,12.32,12.370000000000001,3.09,53.599999999999994,108.4
2018-01-02 18:00:00+00:00,13.225,13.469999999999999,3.2800000000000002,51.29,156.5
2018-01-02 18:30:00+00:00,12.504999999999999,12.395,4.375,57.95,248.95000000000002
2018-01-02 19:00:00+00:00,13.025,12.875,4.76,57.51,255.4
2018-01-02 19:30:00+00:00,13.195,13.08,5.52,59.96,223.8
2018-01-02 20:00:00+00:00,13.46,13.3,6.03,61.035,176.15
2018-01-02 20:30:00+00:00,13.74,13.66,5.695,58.575,121.25
2018-01-02 21:00:00+00:00,14.985,15.015,3.7249999999999996,47.230000000000004,149.39999999999998
2018-01-02 21:30:00+00:00,14.094999999999999,14.0,4.84,53.97,130.85000000000002
2018-01-02 22:00:00+00:00,14.969999999999999,15.01,4.115,48.75,95.85
2018-01-02 22:30:00+00:00,14.345,14.29,4.875,53.215,76.095
2018-01-02 23:00:00+00:00,14.5,14.555,5.09,53.504999999999995,68.56
2018-01-02 23:30:00+00:00,14.665,14.775,5.16,53.31,71.18
2018-01-03 00:00:00+00:00,15.375,15.425,4.38,48.16,107.25
2018-01-03 00:30:00+00:00,14.635000000000002,14.725,4.51,51.129999999999995,30.905
2018-01-03 01:00:00+00:00,13.555,13.685,5.32,57.76,6.055
2018-01-03 01:30:00+00:00,15.4,15.655000000000001,2.185,41.265,0.135
2018-01-03 02:00:00+00:00,15.495000000000001,15.655000000000001,2.555,42.235,0.03
2018-01-03 02:30:00+00:00,15.16,15.33,3.0250000000000004,44.69,0.05
2018-01-03 03:00:00+00:00,15.34,15.475,2.0949999999999998,41.230000000000004,0.065
2018-01-03 03:30:00+00:00,13.615,13.77,4.484999999999999,54.325,0.15000000000000002
2018-01-03 04:00:00+00:00,12.965,13.145,4.93,58.504999999999995,0.12
2018-01-03 04:30:00+00:00,12.129999999999999,12.19,5.525,64.295,0.08499999999999999
2018-01-03 05:00:00+00:00,12.485,12.59,5.140000000000001,61.175,0.02
2018-01-03 05:30:00+00:00,12.535,12.63,4.915,60.04,0.03
2018-01-03 06:00:00+00:00,13.850000000000001,14.125,3.1950000000000003,49.11,0.015
2018-01-03 06:30:00+00:00,13.945,14.129999999999999,3.205,48.625,0.09
2018-01-03 07:00:00+00:00,13.489999999999998,13.595,4.0600000000000005,53.185,0.15000000000000002
2018-01-03 07:30:00+00:00,12.97,13.115,4.4350000000000005,56.44,0.11
2018-01-03 08:00:00+00:00,13.475000000000001,13.76,4.045,53.32,0.06
2018-01-03 08:30:00+00:00,16.08,16.345,0.385,34.675,0.015
2018-01-03 09:00:00+00:00,15.350000000000001,15.719999999999999,1.5,39.575,0.049999999999999996
2018-01-03 09:30:00+00:00,13.335,13.5,3.6799999999999997,52.36,0.165
2018-01-03 10:00:00+00:00,13.22,13.355,3.835,53.31,0.08
2018-01-03 10:30:00+00:00,13.495000000000001,13.655,3.3600000000000003,50.59,0.1
2018-01-03 11:00:00+00:00,13.135,13.31,3.25,51.395,0.065
2018-01-03 11:30:00+00:00,13.935,14.465,2.8099999999999996,47.295,0.02
2018-01-03 12:00:00+00:00,13.39,14.004999999999999,3.075,49.93,0.11
2018-01-03 12:30:00+00:00,15.025,15.575,1.21,39.355000000000004,0.02
2018-01-03 13:00:00+00:00,14.24,14.555,2.415,45.114999999999995,0.12
2018-01-03 13:30:00+00:00,12.975,13.225000000000001,3.4299999999999997,52.6,0.145
2018-01-03 14:00:00+00:00,14.190000000000001,14.745000000000001,1.885,43.724999999999994,0.060000000000000005
2018-01-03 14:30:00+00:00,14.1,14.51,2.08,44.47,0.12
2018-01-03 15:00:00+00:00,12.04,12.14,4.235,59.144999999999996,0.26
2018-01-03 15:30:00+00:00,11.705,11.895,4.515000000000001,61.635000000000005,4.5
2018-01-03 16:00:00+00:00,13.44,14.015,2.58,48.135,20.299999999999997
2018-01-03 16:30:00+00:00,12.775,13.379999999999999,3.54,53.835,48.415
2018-01-03 17:00:00+00:00,12.335,12.555,4.52,59.25,88.19
2018-01-03 17:30:00+00:00,12.004999999999999,11.945,5.275,63.705,104.75
2018-01-03 18:00:00+00:00,13.99,14.51,4.655,53.835,126.65
2018-01-03 18:30:00+00:00,13.725000000000001,13.77,5.07,56.375,111.55000000000001
2018-01-03 19:00:00+00:00,13.4,13.385000000000002,5.109999999999999,57.504999999999995,110.95
2018-01-03 19:30:00+00:00,13.78,14.08,5.140000000000001,56.245000000000005,37.235
2018-01-03 20:00:00+00:00,14.61,15.365,5.635,55.144999999999996,50.18
2018-01-03 20:30:00+00:00,14.85,15.205,5.24,52.835,51.224999999999994
2018-01-03 21:00:00+00:00,12.905000000000001,13.17,7.734999999999999,71.41499999999999,42.06
2018-01-03 21:30:00+00:00,12.55,13.05,7.125,69.815,31.525
2018-01-03 22:00:00+00:00,12.02,12.53,7.494999999999999,74.06,61.754999999999995
2018-01-03 22:30:00+00:00,13.275,13.735,7.765000000000001,69.515,31.145
2018-01-03 23:00:00+00:00,13.370000000000001,13.695,6.77,64.58500000000001,30.515
2018-01-03 23:30:00+00:00,13.055,13.225000000000001,7.165,67.715,30.48
2018-01-04 00:00:00+00:00,12.774999999999999,12.835,8.11,73.5,25.93
2018-01-04 00:30:00+00:00,12.41,12.49,8.205,75.73,38.015
2018-01-04 01:00:00+00:00,12.6,12.850000000000001,8.58,76.735,9.01
2018-01-04 01:30:00+00:00,13.365,13.5,9.025,75.235,0.17
2018-01-04 02:00:00+00:00,12.815000000000001,12.91,8.99,77.765,0.005
2018-01-04 02:30:00+00:00,12.79,13.035,9.045,78.18,0.0
2018-01-04 03:00:00+00:00,12.895,13.165,9.51,80.1,0.05
2018-01-04 03:30:00+00:00,12.600000000000001,13.0,9.685,82.6,0.03
2018-01-04 04:00:00+00:00,13.135,13.34,8.485,73.625,0.015
2018-01-04 04:30:00+00:00,12.295,12.415,9.024999999999999,80.66499999999999,0.10500000000000001
2018-01-04 05:00:00+00:00,12.205,12.325,10.280000000000001,88.15,0.08
2018-01-04 05:30:00+00:00,13.004999999999999,13.195,11.365,89.85,0.07
2018-01-04 06:00:00+00:00,12.835,13.01,10.57,86.25,0.14500000000000002
2018-01-04 06:30:00+00:00,12.915,13.085,10.745000000000001,86.8,0.14500000000000002
2018-01-04 07:00:00+00:00,12.815000000000001,12.89,10.83,87.85,0.14500000000000002
2018-01-04 07:30:00+00:00,12.620000000000001,12.65,10.775,88.65,0.14500000000000002
2018-01-04 08:00:00+00:00,12.665,12.73,10.649999999999999,87.65,0.05
2018-01-04 08:30:00+00:00,12.74,12.86,10.825,88.25,0.045
2018-01-04 09:00:00+00:00,13.14,13.254999999999999,10.8,85.85,0.03
2018-01-04 09:30:00+00:00,13.15,13.265,9.975,81.25,0.015
2018-01-04 10:00:00+00:00,13.035,13.09,9.89,81.4,0.01
2018-01-04 10:30:00+00:00,12.934999999999999,13.035,9.795,81.4,0.005
2018-01-04 11:00:00+00:00,12.925,13.024999999999999,10.125,83.25,0.015
2018-01-04 11:30:00+00:00,12.74,12.785,10.145,84.35,0.02
2018-01-04 12:00:00+00:00,12.705,12.725,10.06,84.1,0.02
2018-01-04 12:30:00+00:00,12.54,12.55,9.73,83.15,0.015
2018-01-04 13:00:00+00:00,12.385000000000002,12.41,9.71,83.9,0.015
2018-01-04 13:30:00+00:00,12.49,12.504999999999999,9.805,83.85,0.01
2018-01-04 14:00:00+00:00,12.645,12.690000000000001,9.85,83.25,0.015
2018-01-04 14:30:00+00:00,13.225000000000001,13.344999999999999,9.91,80.5,0.015
2018-01-04 15:00:00+00:00,13.185,13.26,9.9,80.65,0.17500000000000002
2018-01-04 15:30:00+00:00,13.205,13.235,9.975000000000001,80.94999999999999,5.08
2018-01-04 16:00:00+00:00,13.265,13.29,10.105,81.35,29.365000000000002
2018-01-04 16:30:00+00:00,13.510000000000002,13.504999999999999,10.129999999999999,80.19999999999999,59.16
2018-01-04 17:00:00+00:00,13.829999999999998,13.79,10.21,78.95,106.735
2018-01-04 17:30:00+00:00,14.025,13.945,10.475,79.35,131.2
2018-01-04 18:00:00+00:00,14.25,14.16,10.71,79.455,136.25
2018-01-04 18:30:00+00:00,15.155000000000001,15.004999999999999,10.925,76.025,227.25
2018-01-04 19:00:00+00:00,15.595,15.43,11.0,74.32,184.25
2018-01-04 19:30:00+00:00,15.42,15.239999999999998,11.004999999999999,75.16,213.35000000000002
2018-01-04 20:00:00+00:00,15.46,15.23,11.485,77.38,203.75
2018-01-04 20:30:00+00:00,15.43,15.265,11.495000000000001,77.57,201.75
2018-01-04 21:00:00+00:00,15.954999999999998,15.774999999999999,11.645,75.765,222.45
2018-01-04 21:30:00+00:00,15.77,15.64,11.64,76.625,167.3
2018-01-04 22:00:00+00:00,15.885000000000002,15.7,12.115,78.475,143.2
2018-01-04 22:30:00+00:00,16.145,16.025,11.969999999999999,76.445,116.0
2018-01-04 23:00:00+00:00,17.265,16.985,11.825,70.555,225.4
2018-01-04 23:30:00+00:00,15.965,15.85,11.705,76.04499999999999,71.34
2018-01-05 00:00:00+00:00,14.49,14.42,11.555,82.7,51.68
2018-01-05 00:30:00+00:00,13.89,13.83,11.775,87.2,22.275
2018-01-05 01:00:00+00:00,14.155000000000001,14.265,12.14,87.80000000000001,3.08
2018-01-05 01:30:00+00:00,14.455,14.57,11.96,85.1,0.105
2018-01-05 02:00:00+00:00,14.44,14.44,12.02,85.5,0.0
2018-01-05 02:30:00+00:00,14.155,14.125,12.065,87.35,0.0
2018-01-05 03:00:00+00:00,14.075,14.05,12.15,88.30000000000001,0.0
2018-01-05 03:30:00+00:00,13.95,13.96,12.22,89.4,0.0
2018-01-05 04:00:00+00:00,14.365,14.395,12.165,86.75,0.0
2018-01-05 04:30:00+00:00,14.46,14.455,12.08,85.75,0.0
2018-01-05 05:00:00+00:00,14.39,14.399999999999999,11.955,85.45,0.0
2018-01-05 05:30:00+00:00,14.145,14.094999999999999,12.075,87.5,0.0
2018-01-05 06:00:00+00:00,13.58,13.57,12.305,92.1,0.005
2018-01-05 06:30:00+00:00,14.075,14.205,12.115,88.1,0.03
2018-01-05 07:00:00+00:00,14.39,14.41,12.14,86.45,0.005
2018-01-05 07:30:00+00:00,14.05,14.030000000000001,12.25,89.0,0.0
2018-01-05 08:00:00+00:00,14.51,14.55,12.02,85.15,0.0
2018-01-05 08:30:00+00:00,14.82,14.875,11.559999999999999,81.0,0.0
2018-01-05 09:00:00+00:00,14.754999999999999,14.815000000000001,11.555,81.30000000000001,0.0
2018-01-05 09:30:00+00:00,14.68,14.725000000000001,11.705,82.5,0.005
2018-01-05 10:00:00+00:00,14.52,14.530000000000001,11.84,84.1,0.0
2018-01-05 10:30:00+00:00,14.41,14.45,11.805,84.5,0.0
2018-01-05 11:00:00+00:00,14.370000000000001,14.385,11.98,85.69999999999999,0.005
2018-01-05 11:30:00+00:00,14.355,14.325,11.975,85.75,0.0
2018-01-05 12:00:00+00:00,14.24,14.23,12.129999999999999,87.25,0.0
2018-01-05 12:30:00+00:00,14.66,14.695,11.969999999999999,84.05,0.005
2018-01-05 13:00:00+00:00,14.665,14.72,11.745000000000001,82.8,0.0
2018-01-05 13:30:00+00:00,14.645,14.695,11.58,82.0,0.0
2018-01-05 14:00:00+00:00,14.685,14.725,11.515,81.45,0.0
2018-01-05 14:30:00+00:00,14.71,14.77,11.49,81.19999999999999,0.0
2018-01-05 15:00:00+00:00,14.66,14.684999999999999,11.5,81.5,0.125
2018-01-05 15:30:00+00:00,14.815000000000001,14.844999999999999,11.315,79.715,1.4649999999999999
2018-01-05 16:00:00+00:00,15.0,15.030000000000001,11.19,78.14,6.16
2018-01-05 16:30:00+00:00,15.045,15.035,11.35,78.74,20.82
2018-01-05 17:00:00+00:00,14.785,14.745000000000001,11.565000000000001,81.2,36.3
2018-01-05 17:30:00+00:00,13.955,13.885,11.925,87.69999999999999,67.295
2018-01-05 18:00:00+00:00,13.555,13.495000000000001,12.3,92.19999999999999,59.335
2018-01-05 18:30:00+00:00,13.515,13.395,12.405,93.05,91.50999999999999
2018-01-05 19:00:00+00:00,13.7,13.56,12.585,93.05,96.85
2018-01-05 19:30:00+00:00,13.99,13.844999999999999,12.92,93.35,76.185
2018-01-05 20:00:00+00:00,14.035,13.955,13.0,93.55,77.05000000000001
2018-01-05 20:30:00+00:00,14.14,14.05,13.165,93.9,86.85
2018-01-05 21:00:00+00:00,14.06,13.989999999999998,13.125,94.15,53.195
2018-01-05 21:30:00+00:00,13.225,13.145,12.325,94.35,47.405
2018-01-05 22:00:00+00:00,12.155,12.05,11.295,94.55,64.12
2018-01-05 22:30:00+00:00,11.785,11.685,10.955,94.7,46.275000000000006
2018-01-05 23:00:00+00:00,11.690000000000001,11.55,10.875,94.8,35.254999999999995
2018-01-05 23:30:00+00:00,11.71,11.58,10.89,94.8,31.67
2018-01-06 00:00:00+00:00,11.685,11.585,10.885,94.9,27.090000000000003
2018-01-06 00:30:00+00:00,11.719999999999999,11.615,10.92,94.9,9.93
2018-01-06 01:00:00+00:00,11.379999999999999,11.309999999999999,10.579999999999998,94.9,0.875
2018-01-06 01:30:00+00:00,10.600000000000001,10.48,9.82,95.0,0.185
2018-01-06 02:00:00+00:00,10.835,10.719999999999999,10.055,95.0,0.15
2018-01-06 02:30:00+00:00,10.885,10.809999999999999,10.105,95.0,0.135
2018-01-06 03:00:00+00:00,10.425,10.33,9.645,95.0,0.10500000000000001
2018-01-06 03:30:00+00:00,10.32,10.225000000000001,9.545,95.0,0.08
2018-01-06 04:00:00+00:00,10.305,10.235,9.530000000000001,95.0,0.060000000000000005
2018-01-06 04:30:00+00:00,10.215,10.145,9.455,95.1,0.11499999999999999
2018-01-06 05:00:00+00:00,9.635,9.559999999999999,8.879999999999999,95.1,0.045
2018-01-06 05:30:00+00:00,9.684999999999999,9.620000000000001,8.925,95.1,0.02
2018-01-06 06:00:00+00:00,9.84,9.775,9.08,95.1,0.025
2018-01-06 06:30:00+00:00,9.865,9.8,9.115,95.15,0.03
2018-01-06 07:00:00+00:00,9.555,9.405000000000001,8.815000000000001,95.2,0.03
2018-01-06 07:30:00+00:00,9.515,9.44,8.775,95.2,0.095
2018-01-06 08:00:00+00:00,9.575,9.725000000000001,8.835,95.2,0.05500000000000001
2018-01-06 08:30:00+00:00,9.805,9.825,9.065,95.2,0.10500000000000001
2018-01-06 09:00:00+00:00,9.835,10.105,9.085,95.15,0.11499999999999999
2018-01-06 09:30:00+00:00,9.935,9.899999999999999,9.184999999999999,95.15,0.125
2018-01-06 10:00:00+00:00,9.815000000000001,9.805,9.075,95.2,0.095
2018-01-06 10:30:00+00:00,9.83,9.815000000000001,9.09,95.2,0.13
2018-01-06 11:00:00+00:00,9.685,9.74,8.945,95.2,0.13
2018-01-06 11:30:00+00:00,9.774999999999999,9.75,9.035,95.2,0.135
2018-01-06 12:00:00+00:00,9.71,9.76,8.969999999999999,95.2,0.155
2018-01-06 12:30:00+00:00,9.64,9.73,8.9,95.2,0.15
2018-01-06 13:00:00+00:00,9.6,9.64,8.86,95.2,0.17
2018-01-06 13:30:00+00:00,9.425,9.445,8.685,95.2,0.17
2018-01-06 14:00:00+00:00,9.309999999999999,9.27,8.57,95.2,0.165
2018-01-06 14:30:00+00:00,8.91,8.955,8.175,95.2,0.175
2018-01-06 15:00:00+00:00,8.58,8.75,7.85,95.2,0.25
2018-01-06 15:30:00+00:00,8.275,8.51,7.545,95.2,6.76
2018-01-06 16:00:00+00:00,8.620000000000001,8.7,7.890000000000001,95.2,17.07
2018-01-06 16:30:00+00:00,8.940000000000001,9.025,8.2,95.2,43.26
2018-01-06 17:00:00+00:00,9.03,9.285,8.29,95.2,137.60500000000002
2018-01-06 17:30:00+00:00,9.195,9.55,8.445,95.1,200.9
2018-01-06 18:00:00+00:00,9.535,9.760000000000002,8.754999999999999,94.95,365.54999999999995
2018-01-06 18:30:00+00:00,10.129999999999999,10.015,8.780000000000001,91.44999999999999,272.25
2018-01-06 19:00:00+00:00,10.58,10.524999999999999,7.62,82.105,420.5
2018-01-06 19:30:00+00:00,11.295,11.094999999999999,7.640000000000001,78.43,448.79999999999995
2018-01-06 20:00:00+00:00,11.435,11.205,7.795,78.525,373.45000000000005
2018-01-06 20:30:00+00:00,11.940000000000001,11.74,8.045,77.255,433.85
2018-01-06 21:00:00+00:00,12.440000000000001,12.17,7.835000000000001,73.755,462.65
2018-01-06 21:30:00+00:00,12.635,12.375,6.61,66.995,434.45000000000005
2018-01-06 22:00:00+00:00,12.97,12.64,6.27,64.05,399.95
2018-01-06 22:30:00+00:00,12.925,12.620000000000001,6.415,64.88,301.55
2018-01-06 23:00:00+00:00,12.785,12.535,6.5,65.86,285.25
2018-01-06 23:30:00+00:00,12.765,12.585,6.265000000000001,64.9,220.5
2018-01-07 00:00:00+00:00,12.485,12.375,7.545,72.125,149.25
2018-01-07 00:30:00+00:00,11.68,11.625,7.835,77.47999999999999,69.025
2018-01-07 01:00:00+00:00,11.2,11.14,7.98,80.74000000000001,11.75
2018-01-07 01:30:00+00:00,10.58,10.615,7.545,81.69999999999999,0.54
2018-01-07 02:00:00+00:00,10.085,10.260000000000002,7.5,84.15,0.155
2018-01-07 02:30:00+00:00,10.16,10.469999999999999,7.605,84.35,0.095
2018-01-07 03:00:00+00:00,10.66,10.98,7.164999999999999,79.215,0.03
2018-01-07 03:30:00+00:00,10.885000000000002,11.045,6.5,74.58500000000001,0.02
2018-01-07 04:00:00+00:00,10.329999999999998,10.51,6.765000000000001,78.75999999999999,0.01
2018-01-07 04:30:00+00:00,10.155000000000001,10.375,7.0600000000000005,81.30000000000001,0.015
2018-01-07 05:00:00+00:00,10.315,10.370000000000001,7.07,80.5,0.005
2018-01-07 05:30:00+00:00,10.255,10.515,6.984999999999999,80.35,0.01
2018-01-07 06:00:00+00:00,10.375,10.64,6.994999999999999,79.78,0.005
2018-01-07 06:30:00+00:00,10.524999999999999,10.745000000000001,6.915,78.565,0.01
2018-01-07 07:00:00+00:00,10.795,11.085,6.525,75.155,0.01
2018-01-07 07:30:00+00:00,9.655000000000001,9.795,6.63,81.705,0.01
2018-01-07 08:00:00+00:00,9.42,9.67,6.98,84.9,0.01
2018-01-07 08:30:00+00:00,9.665,9.8,6.915,83.15,0.005
2018-01-07 09:00:00+00:00,9.695,9.754999999999999,6.5600000000000005,81.0,0.0
2018-01-07 09:30:00+00:00,9.195,9.31,6.605,84.05,0.0
2018-01-07 10:00:00+00:00,8.935,9.09,6.675,85.9,0.0
2018-01-07 10:30:00+00:00,8.845,9.035,6.779999999999999,87.05,0.0
2018-01-07 11:00:00+00:00,8.84,8.93,6.715,86.7,0.0
2018-01-07 11:30:00+00:00,8.925,8.97,6.785,86.6,0.0
2018-01-07 12:00:00+00:00,9.07,9.16,6.695,85.25,0.0
2018-01-07 12:30:00+00:00,9.09,9.129999999999999,6.77,85.55,0.0
2018-01-07 13:00:00+00:00,9.195,9.235,6.705,84.6,0.0
2018-01-07 13:30:00+00:00,9.355,9.405,6.525,82.65,0.0
2018-01-07 14:00:00+00:00,9.43,9.485,6.45,81.85,0.0
2018-01-07 14:30:00+00:00,8.36,8.495000000000001,6.48,88.1,0.005
2018-01-07 15:00:00+00:00,8.364999999999998,8.605,6.645,89.05000000000001,0.35000000000000003
2018-01-07 15:30:00+00:00,8.855,9.03,6.5600000000000005,85.69999999999999,6.345
2018-01-07 16:00:00+00:00,9.165,9.29,6.615,84.25,55.915
2018-01-07 16:30:00+00:00,9.504999999999999,9.615,6.8100000000000005,83.44999999999999,125.80000000000001
2018-01-07 17:00:00+00:00,8.67,8.75,6.805,88.25,103.0
2018-01-07 17:30:00+00:00,7.77,7.654999999999999,6.79,93.6,94.55
2018-01-07 18:00:00+00:00,8.399999999999999,8.355,7.545,94.4,116.80000000000001
2018-01-07 18:30:00+00:00,8.815000000000001,8.835,7.985,94.6,124.69999999999999
2018-01-07 19:00:00+00:00,9.36,9.68,8.495000000000001,94.4,112.1
2018-01-07 19:30:00+00:00,10.385000000000002,10.32,9.440000000000001,93.94999999999999,124.5
2018-01-07 20:00:00+00:00,10.77,10.655000000000001,8.41,85.6,123.19999999999999
2018-01-07 20:30:00+00:00,10.285,10.18,7.220000000000001,81.5,120.2
2018-01-07 21:00:00+00:00,10.115,10.0,7.38,83.3,112.55000000000001
2018-01-07 21:30:00+00:00,10.905000000000001,10.795000000000002,7.300000000000001,78.63499999999999,132.7
2018-01-07 22:00:00+00:00,10.775,10.69,7.12,78.345,123.85
2018-01-07 22:30:00+00:00,10.780000000000001,10.705,7.3,79.27000000000001,107.85
2018-01-07 23:00:00+00:00,10.745000000000001,10.655,7.345000000000001,79.705,80.0
2018-01-07 23:30:00+00:00,10.78,10.785,7.27,79.13,56.27
2018-01-08 00:00:00+00:00,10.55,10.545,7.145,79.67,32.615
2018-01-08 00:30:00+00:00,10.36,10.33,7.22,81.1,10.9
2018-01-08 01:00:00+00:00,10.395,10.48,7.140000000000001,80.44999999999999,2.155
